nombramiento,PLAZA,IdPuesto,ClavePuesto,Puesto,,,,,,,
251,ECB-06-02-002-032-CF-00021,70,69,AUXILIAR ACADEMICA,,,,,ECB-99-02-002-032-CF-00093,2288,2541
384,ECB-09-02-002-032-CF-00003,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-99-02-002-032-CF-00088,2289,2544
787,ECB-24-02-002-032-CF-00014,70,69,AUXILIAR ACADEMICA,,,,,ECB-99-02-002-032-CF-00044,2290,2551
1695,ECB-69-02-002-032-CF-00039,89,88,ENCARGADA DE ORDEN,,,,,ECB-99-02-002-032-CF-00026,2291,2564
1632,ECB-62-03-002-032-CF-00013,108,107,SECRETARIA DEL DIRECTOR DEL PLANTEL,,,,,ECB-99-02-002-032-CF-00027,2292,2565
94,ECB-03-02-002-032-CF-00060,82,81,AUXILIAR SUBDIRECTORA ADMINISTRATIVA,,,,,ECB-99-02-002-047-T0-00046,2293,2594
1529,ECB-54-02-002-032-CF-00024,85,84,BIBLIOTECARIO,,,,,ECB-99-02-002-041-CF-00084,2412,2770
#N/A,ECB-35-02-002-023-A-00003,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-02-02-002-032-CF-00071,2224,63
2068,ECB-99-02-002-032-CF-00040,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-14-02-002-015-CF-00134,2237,642
2074,ECB-99-02-002-032-CF-00036,21,20,ANALISTA EDUCATIVO,,,,,ECB-59-03-002-036-S0-00036,2266,1969
1216,ECB-38-02-002-032-CF-00075,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-99-02-002-047-T0-00047,2294,2595
#N/A,ECB-01-03-002-023-A-00004,89,88,ENCARGADA DE ORDEN,,,,,ECB-99-02-002-047-T0-00058,2295,2591
1236,ECB-39-02-002-032-CF-00048,106,105,SECRETARIA DE SUBDIRECCION DE PLANTEL,,,,,ECB-99-02-002-047-T0-00057,2296,2590
1267,ECB-41-02-002-032-CF-00050,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-99-02-002-036-CF-00094,2297,2718
1547,ECB-55-02-002-032-CF-00061,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-99-02-002-036-CF-00100,2298,2724
#N/A,ECB-59-03-002-023-A-00006,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-99-02-002-036-CF-00095,2299,2719
139,ECB-04-03-002-032-CF-00011,88,87,ENCARGADO DE ORDEN,,,,,ECB-99-02-002-036-CF-00097,2300,2721
636,ECB-18-03-002-032-CF-00009,109,108,VIGILANTE,,,,,ECB-99-02-003-148-EH-00032,2301,2486
988,ECB-32-02-002-032-CF-00058,78,77,AUXILIAR DE SERVICIOS ESCOLARES,,,,,ECB-99-02-003-159-EH-00055,2302,2618
827,ECB-26-03-002-032-CF-00010,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-03-02-002-036-S0-00002,2303,139
595,ECB-17-02-002-032-CF-00067,86,85,BIBLIOTECARIA,,,,,ECB-06-02-001-005-CF-00004,2427,305
1366,ECB-44-03-002-032-CF-00002,70,69,AUXILIAR ACADEMICA,,,,,ECB-06-02-001-008-CF-00006,2428,302
954,ECB-31-02-002-032-CF-00095,88,87,ENCARGADO DE ORDEN,,,,,ECB-07-02-001-006-CF-00009,2429,345
1511,ECB-53-02-002-032-CF-00091,105,104,SECRETARIO DE SUBDIRECCION DE PLANTEL,,,,,ECB-07-02-001-009-CF-00033,2430,347
543,ECB-15-02-002-032-CF-00005,104,103,SECRETARIO DE CONTROL ESCOLAR,,,,,ECB-07-02-001-009-CF-00017,2431,344
2071,ECB-99-02-002-032-CF-00028,20,19,ANALISTA EDUCATIVA,,,,,ECB-08-03-001-005-CF-00003,2432,415
1672,ECB-67-02-002-032-CF-00076,108,107,SECRETARIA DEL DIRECTOR DEL PLANTEL,,,,,ECB-08-03-001-008-CF-00001,2433,417
770,ECB-23-02-002-032-CF-00083,107,106,SECRETARIO DEL DIRECTOR DEL PLANTEL,,,,,ECB-08-03-001-008-CF-00003,2434,416
385,ECB-09-02-002-032-CF-00066,83,82,AUXILIAR DEL AREA ADMINISTRATIVA,,,,,ECB-09-02-001-006-CF-00006,2435,450
523,ECB-14-02-002-032-CF-00081,81,80,AUXILIAR SUBDIRECTOR ADMINISTRATIVO,,,,,ECB-09-02-001-009-CF-00028,2436,448
1478,ECB-51-02-002-032-CF-00051,105,104,SECRETARIO DE SUBDIRECCION DE PLANTEL,,,,,ECB-09-02-001-009-CF-00038,2437,447
902,ECB-29-02-002-032-CF-00078,79,78,AUXILIAR DE SUBDIRECTOR ACADEMICO,,,,,ECB-10-02-001-009-CF-00006,2438,477
2064,ECB-99-02-002-032-CF-00059,20,19,ANALISTA EDUCATIVA,,,,,ECB-11-02-001-006-CF-00007,2440,501
2065,ECB-99-02-002-032-CF-00055,20,19,ANALISTA EDUCATIVA,,,,,ECB-11-02-001-009-CF-00035,2441,498
92,ECB-03-02-002-032-CF-00023,83,82,AUXILIAR DEL AREA ADMINISTRATIVA,,,,,ECB-11-02-001-009-CF-00044,2442,500
420,ECB-11-02-002-032-CF-00077,88,87,ENCARGADO DE ORDEN,,,,,ECB-12-02-001-005-CF-00002,2443,557
#N/A,ECB-13-02-002-023-A-00004,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-12-02-001-008-CF-00002,2444,558
297,ECB-07-02-002-032-CF-00006,88,87,ENCARGADO DE ORDEN,,,,,ECB-13-02-001-006-CF-00014,2445,594
453,ECB-12-02-002-032-CF-00094,70,69,AUXILIAR ACADEMICA,,,,,ECB-13-02-001-009-CF-00023,2447,591
1156,ECB-36-02-002-032-CF-00052,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-14-02-001-006-CF-00001,2448,631
1155,ECB-36-02-002-032-CF-00070,83,82,AUXILIAR DEL AREA ADMINISTRATIVA,,,,,ECB-14-02-001-009-CF-00005,2450,632
1337,ECB-43-03-002-032-CF-00007,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-15-02-001-007-CF-00008,2451,656
704,ECB-20-02-002-032-CF-00056,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-15-02-002-041-CF-00045,2453,665
2656,ECB-01-03-002-032-CF-00015,88,87,ENCARGADO DE ORDEN,,,,,ECB-16-02-001-006-CF-00008,2454,690
498,ECB-13-02-002-032-CF-00047,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-16-02-001-009-CF-00019,2455,691
544,ECB-15-02-002-032-CF-00063,70,69,AUXILIAR ACADEMICA,,,,,ECB-16-02-001-009-CF-00025,2456,695
1588,ECB-58-02-002-032-CF-00062,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-17-02-001-008-CF-00004,2458,722
1667,ECB-66-02-002-032-CF-00097,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-17-02-001-008-CF-00005,2459,723
1105,ECB-35-02-002-032-CF-00041,100,99,RESPONSABLE DE LABORATORIO,,,,,ECB-18-03-001-008-CF-00002,2461,803
1644,ECB-63-02-002-032-CF-00065,89,88,ENCARGADA DE ORDEN,,,,,ECB-18-03-001-008-CF-00012,2462,801
#N/A,ECB-08-03-002-023-A-00005,109,108,VIGILANTE,,,,,ECB-18-03-001-005-CF-00004,2460,804
1681,ECB-68-03-002-032-CF-00005,70,69,AUXILIAR ACADEMICA,,,,,ECB-13-02-001-009-CF-00045,2446,593
1424,ECB-47-02-002-032-CF-00049,89,88,ENCARGADA DE ORDEN,,,,,ECB-15-02-002-041-CF-00047,2452,666
#N/A,ECB-08-03-002-023-A-00002,109,108,VIGILANTE,,,,,ECB-17-02-001-005-CF-00005,2457,729
298,ECB-07-02-002-032-CF-00074,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-14-02-001-009-CF-00003,2449,633
1104,ECB-35-02-002-032-CF-00019,89,88,ENCARGADA DE ORDEN,,,,,ECB-19-02-001-006-CF-00002,2463,819
#N/A,ECB-21-03-002-023-A-00003,88,87,ENCARGADO DE ORDEN,,,,,ECB-19-02-001-009-CF-00026,2464,820
2075,ECB-99-02-002-032-CF-00035,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-19-02-001-009-CF-00018,2465,818
989,ECB-32-02-002-032-CF-00043,83,82,AUXILIAR DEL AREA ADMINISTRATIVA,,,,,ECB-20-02-001-006-CF-00021,2466,859
2072,ECB-99-02-002-032-CF-00031,21,20,ANALISTA EDUCATIVO,,,,,ECB-20-02-001-009-CF-00027,2467,857
1633,ECB-62-03-002-032-CF-00006,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-21-03-001-009-CF-00005,2470,880
339,ECB-08-03-002-032-CF-00012,69,68,AUXILIAR ACADEMICO,,,,,ECB-21-03-001-009-CF-00004,2471,879
1493,ECB-52-02-002-032-CF-00053,70,69,AUXILIAR ACADEMICA,,,,,ECB-22-02-001-006-CF-00004,2472,931
1621,ECB-61-03-002-032-CF-00014,108,107,SECRETARIA DEL DIRECTOR DEL PLANTEL,,,,,ECB-22-02-001-009-CF-00034,2473,932
1701,ECB-70-02-002-032-CF-00084,89,88,ENCARGADA DE ORDEN,,,,,ECB-22-02-001-009-CF-00007,2474,930
400,ECB-10-02-002-032-CF-00057,105,104,SECRETARIO DE SUBDIRECCION DE PLANTEL,,,,,ECB-23-02-001-007-CF-00019,2475,939
2070,ECB-99-02-002-032-CF-00029,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-23-02-002-012-CF-00033,2476,937
#N/A,ECB-99-02-002-023-A-00005,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-23-02-002-041-CF-00044,2477,953
2062,ECB-99-02-002-032-CF-00069,14,13,ANALISTA ADMINISTRATIVO,,,,,ECB-24-02-002-041-CF-00051,2479,956
2069,ECB-99-02-002-032-CF-00025,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-24-02-002-015-CF-00097,2480,969
2057,ECB-99-02-002-032-CF-00086,31,30,AUXILIAR ADMINISTRATIVA,,,,,ECB-04-03-002-036-S0-00035,2358,160
2063,ECB-99-02-002-032-CF-00064,20,19,ANALISTA EDUCATIVA,,,,,ECB-08-03-002-041-CF-00020,2359,428
2061,ECB-99-02-002-032-CF-00073,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-08-03-003-159-EH-00016,2360,433
2058,ECB-99-02-002-032-CF-00085,20,19,ANALISTA EDUCATIVA,,,,,ECB-14-02-002-015-CF-00121,2361,643
2067,ECB-99-02-002-032-CF-00042,28,27,ANALISTA LABORAL,,,,,ECB-35-02-003-159-EH-00002,2362,1350
2060,ECB-99-02-002-032-CF-00072,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-50-03-002-012-CF-00006,2363,1798
2059,ECB-99-02-002-032-CF-00089,17,16,ANALISTA DE REDES,,,,,ECB-50-03-002-041-CF-00021,2364,1771
#N/A,ECB-27-02-002-023-A-00002,98,97,RESPONSABLE DE BIBLIOTECA,,,,,ECB-50-03-002-015-CF-00021,2365,1797
#N/A,ECB-66-02-002-023-A-00001,89,88,ENCARGADA DE ORDEN,,,,,ECB-50-03-002-037-CF-00008,2367,1766
#N/A,ECB-34-03-002-023-A-00001,86,85,BIBLIOTECARIA,,,,,ECB-50-03-003-145-EH-00019,2368,1783
#N/A,ECB-40-02-002-032-CF-00082,88,87,ENCARGADO DE ORDEN,,,,,ECB-60-02-002-021-S1-00059,2369,1977
2215,ECB-64-02-002-032-CF-00038,6,5,DIRECTOR DE AREA,,,,,ECB-61-03-002-019-CF-00052,2370,1995
2020,ECB-99-02-002-046-CF-00036,13,12,ANALISTA ADMINISTRATIVA,,,,,ECB-61-03-003-156-EH-00024,2371,2011
#N/A,ECB-15-02-002-030-CF-00004,109,108,VIGILANTE,,,,,ECB-66-02-002-019-CF-00028,2372,2075
#N/A,ECB-90-02-002-019-CF-00071,32,31,AUXILIAR ADMINISTRATIVO,,,,,ECB-90-02-002-041-CF-00011,2373,2178
2273,ECB-90-02-002-032-CF-00017,12,11,ALMACENISTA,,,,,ECB-90-02-002-041-CF-00052,2374,2192
#N/A,ECB-99-02-002-030-CF-00071,12,11,ALMACENISTA,,,,,ECB-90-02-002-015-CF-00177,2375,2158
2469,ECB-21-03-001-006-CF-00001,69,68,AUXILIAR ACADEMICO,,,,,ECB-90-02-002-015-CF-00178,2376,2159
#N/A,ECB-98-03-002-041-CF-00012,69,68,AUXILIAR ACADEMICO,,,,,ECB-90-02-002-015-CF-00179,2377,2160
2245,ECB-18-03-002-028-CF-00009,113,112,ANALISTA ACADEMICA,,,,,ECB-90-02-002-019-CF-00161,2378,2147
#N/A,ECB-60-02-002-015-CF-00103,72,71,AUXILIAR ADMINISTRATIVA,,,,,ECB-90-02-002-019-CF-00165,2379,2149
#N/A,ECB-60-02-002-021-S-00059,70,69,AUXILIAR ACADEMICA,,,,,ECB-90-02-002-036-CF-00006,2380,2189
#N/A,ECB-16-02-002-036-S-00011,86,85,BIBLIOTECARIA,,,,,ECB-90-02-002-036--00038,2381,2881
#N/A,ECB-60-02-002-059-CF-00054,109,108,VIGILANTE,,,,,ECB-90-02-003-148-EH-00010,2382,2169
#N/A,ECB-60-02-002-030-CF-00075,71,70,AUXILIAR ADMINISTRATIVO,,,,,ECB-90-02-003-151-EH-00011,2383,2141
#N/A,ECB-50-03-002-036-S-00021,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-90-02-003-158-EH-00038,2384,2143
#N/A,ECB-42-03-002-030-S-00026,98,97,RESPONSABLE DE BIBLIOTECA,,,,,ECB-90-02-003-159-EH-00057,2385,2183
#N/A,ECB-42-03-002-021-S-00037,110,109,DOCENTE,,,,,ECB-99-02-002-041-CF-00022,2386,2763
#N/A,ECB-34-03-002-047-T-00014,70,69,AUXILIAR ACADEMICA,,,,,ECB-99-02-002-041-CF-00018,2387,2574
#N/A,ECB-47-02-003-142-E-00013,110,109,DOCENTE,,,,,ECB-99-02-002-013-CF-00003,2388,2783
1387,ECB-45-02-002-046-CF-00044,58,57,DIRECTOR DE PLANTEL,,,,,ECB-99-02-002-014-CF-00086,2389,2731
#N/A,ECB-05-02-002-031-T-00002,85,84,BIBLIOTECARIO,,,,,ECB-99-02-002-014-CF-00028,2390,2753
#N/A,ECB-34-03-002-036-S-00009,70,69,AUXILIAR ACADEMICA,,,,,ECB-99-02-002-015-CF-00145,2391,2469
#N/A,ECB-09-02-002-047-T-00006,98,97,RESPONSABLE DE BIBLIOTECA,,,,,ECB-99-02-002-015-CF-00171,2392,2434
2484,ECB-26-03-001-006-CF-00002,58,57,DIRECTOR DE PLANTEL,,,,,ECB-99-02-002-015-CF-00175,2393,2438
#N/A,ECB-22-02-002-041-CF-00075,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-99-02-002-018-CF-00049,2394,2399
2247,ECB-22-02-002-019-CF-00120,99,98,RESPONSABLE DE CONTROL ESCOLAR,,,,,ECB-99-02-002-018-CF-00031,2395,2420
#N/A,ECB-22-02-002-021-S-00069,88,87,ENCARGADO DE ORDEN,,,,,ECB-99-02-002-019-CF-00020,2396,2404
#N/A,ECB-22-02-002-021-S-00056,88,87,ENCARGADO DE ORDEN,,,,,ECB-99-02-002-019-CF-00057,2397,2406
#N/A,ECB-22-02-002-027-CF-00014,105,104,SECRETARIO DE SUBDIRECCION DE PLANTEL,,,,,ECB-99-02-002-019-CF-00064,2398,2347
#N/A,ECB-22-02-002-059-CF-00083,107,106,SECRETARIO DEL DIRECTOR DEL PLANTEL,,,,,ECB-99-02-002-024-T0-00006,2399,2676
#N/A,ECB-22-02-002-059-CF-00068,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-99-02-002-029-CF-00010,2400,2662
#N/A,ECB-51-02-002-015-CF-00096,72,71,AUXILIAR ADMINISTRATIVA,,,,,ECB-99-02-002-029-CF-00003,2401,2655
#N/A,ECB-65-02-002-059-CF-00053,72,71,AUXILIAR ADMINISTRATIVA,,,,,ECB-99-02-002-037-CF-00085,2402,2535
2651,ECB-01-03-002-012-CF-00004,97,96,INGENIERA EN SISTEMAS,,,,,ECB-99-02-002-037-CF-00047,2403,2639
#N/A,ECB-01-03-002-021-S-00007,72,71,AUXILIAR ADMINISTRATIVA,,,,,ECB-99-02-002-037-CF-00034,2404,2631
#N/A,ECB-17-02-002-018-CF-00005,110,109,DOCENTE,,,,,ECB-99-02-002-047-T0-00052,2405,2543
587,ECB-17-02-002-019-CF-00038,70,69,AUXILIAR ACADEMICA,,,,,ECB-24-02-001-007-CF-00011,2478,972
1508,ECB-53-02-002-028-CF-00017,70,69,AUXILIAR ACADEMICA,,,,,ECB-50-03-002-018-CF-00003,2366,1795
2243,ECB-17-02-002-019-CF-00043,100,99,RESPONSABLE DE LABORATORIO,,,,,ECB-99-02-002-047-T0-00024,2406,2603
#N/A,ECB-17-02-002-021-S-00040,89,88,ENCARGADA DE ORDEN,,,,,ECB-99-02-002-047-T0-00040,2407,2592
2258,ECB-33-02-002-046-CF-00033,88,87,ENCARGADO DE ORDEN,,,,,ECB-99-02-002-036-CF-00098,2408,2722
#N/A,ECB-33-02-002-047-T-00044,72,71,AUXILIAR ADMINISTRATIVA,,,,,ECB-99-02-002-036-CF-00023,2409,2796
#N/A,ECB-04-03-002-036-S-00035,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-99-02-003-140-EH-00009,2410,2709
#N/A,ECB-08-03-003-159-E-00016,110,109,DOCENTE,,,,,ECB-01-03-001-009-CF-00001,2414,8
#N/A,ECB-17-02-003-159-E-00030,110,109,DOCENTE,,,,,ECB-01-03-001-009-CF-00008,2415,9
#N/A,ECB-24-02-002-036-S-00005,76,75,AUXILIAR DE INTENDENCIA,,,,,ECB-02-02-001-006-CF-00005,2416,88
#N/A,ECB-17-02-002-018-CF-00023,110,109,DOCENTE,,,,,ECB-02-02-001-009-CF-00001,2417,89
2284,ECB-99-02-002-019-CF-00065,12,11,ALMACENISTA,,,,,ECB-02-02-001-009-CF-00040,2418,90
#N/A,ECB-42-03-002-027-CF-00011,70,69,AUXILIAR ACADEMICA,,,,,ECB-03-02-001-006-CF-00024,2419,105
2272,ECB-90-02-002-025-CF-00008,12,11,ALMACENISTA,,,,,ECB-03-02-001-009-CF-00002,2420,103
2281,ECB-99-02-002-019-CF-00101,12,11,ALMACENISTA,,,,,ECB-04-03-001-005-CF-00002,2421,194
2288,ECB-99-02-002-032-CF-00093,12,11,ALMACENISTA,,,,,ECB-04-03-001-008-CF-00005,2422,192
#N/A,ECB-99-02-002-059-CF-00100,12,11,ALMACENISTA,,,,,ECB-04-03-001-008-CF-00008,2423,193
#N/A,ECB-99-02-003-159-E-00055,12,11,ALMACENISTA,,,,,ECB-05-02-001-005-CF-00003,2424,242
#N/A,ECB-99-02-003-148-E-00032,12,11,ALMACENISTA,,,,,ECB-25-02-001-009-CF-00010,2482,981
2279,ECB-99-02-002-019-CF-00108,12,11,ALMACENISTA,,,,,ECB-25-02-001-009-CF-00011,2483,982
#N/A,ECB-99-02-002-059-CF-00094,12,11,ALMACENISTA,,,,,ECB-26-03-001-009-CF-00002,2485,1028
2275,ECB-99-02-002-015-CF-00150,12,11,ALMACENISTA,,,,,ECB-26-03-001-009-CF-00006,2486,1027
2287,ECB-99-02-002-029-CF-00007,12,11,ALMACENISTA,,,,,ECB-27-02-001-007-CF-00007,2487,1041
2289,ECB-99-02-002-032-CF-00088,12,11,ALMACENISTA,,,,,ECB-27-02-002-014-CF-00091,2488,1058
#N/A,ECB-46-02-003-150-E-00048,110,109,DOCENTE,,,,,ECB-27-02-002-015-CF-00092,2489,1038
580,ECB-17-02-002-012-CF-00026,96,95,INGENIERO EN SISTEMAS,,,,,ECB-28-02-001-005-CF-00006,2490,1083
1401,ECB-46-02-002-019-CF-00059,69,68,AUXILIAR ACADEMICO,,,,,ECB-28-02-001-008-CF-00003,2492,1075
1398,ECB-46-02-002-012-CF-00054,69,68,AUXILIAR ACADEMICO,,,,,ECB-29-02-001-009-CF-00013,2495,1106
#N/A,ECB-46-02-002-021-S-00023,70,69,AUXILIAR ACADEMICA,,,,,ECB-30-02-001-006-CF-00010,2496,1150
#N/A,ECB-46-02-002-036-S-00009,69,68,AUXILIAR ACADEMICO,,,,,ECB-30-02-001-009-CF-00021,2497,1149
1400,ECB-46-02-002-019-CF-00037,70,69,AUXILIAR ACADEMICA,,,,,ECB-30-02-001-009-CF-00029,2498,1142
#N/A,ECB-46-02-002-031-T-00005,70,69,AUXILIAR ACADEMICA,,,,,ECB-31-02-001-006-CF-00019,2499,1167
2277,ECB-99-02-002-018-CF-00008,12,11,ALMACENISTA,,,,,ECB-31-02-001-009-CF-00043,2500,1172
1407,ECB-46-02-002-046-CF-00042,70,69,AUXILIAR ACADEMICA,,,,,ECB-31-02-001-009-CF-00015,2501,1166
2282,ECB-99-02-002-019-CF-00073,12,11,ALMACENISTA,,,,,ECB-32-02-001-008-CF-00009,2503,1214
1410,ECB-46-02-002-032-CF-00008,70,69,AUXILIAR ACADEMICA,,,,,ECB-32-02-001-008-CF-00010,2504,1215
1399,ECB-46-02-002-014-CF-00039,70,69,AUXILIAR ACADEMICA,,,,,ECB-33-02-001-006-CF-00003,2505,1245
#N/A,ECB-46-02-002-047-T-00016,70,69,AUXILIAR ACADEMICA,,,,,ECB-33-02-001-009-CF-00031,2506,1250
1411,ECB-46-02-002-032-CF-00009,70,69,AUXILIAR ACADEMICA,,,,,ECB-33-02-001-009-CF-00009,2507,1244
#N/A,ECB-46-02-002-026-CF-00003,69,68,AUXILIAR ACADEMICO,,,,,ECB-34-03-001-005-CF-00001,2508,1301
#N/A,ECB-99-02-002-024-T-00003,12,11,ALMACENISTA,,,,,ECB-34-03-001-008-CF-00006,2509,1302
#N/A,ECB-99-02-002-047-T-00047,12,11,ALMACENISTA,,,,,ECB-34-03-001-008-CF-00009,2510,1303
2274,ECB-99-02-002-015-CF-00039,12,11,ALMACENISTA,,,,,ECB-36-02-002-015-CF-00099,2511,1425
2278,ECB-99-02-002-018-CF-00034,12,11,ALMACENISTA,,,,,ECB-36-02-002-015-CF-00009,2512,1405
2280,ECB-99-02-002-019-CF-00103,12,11,ALMACENISTA,,,,,ECB-37-02-001-006-CF-00012,2513,1445
2292,ECB-99-02-002-032-CF-00027,12,11,ALMACENISTA,,,,,ECB-37-02-001-009-CF-00008,2514,1446
#N/A,ECB-99-02-002-059-CF-00097,12,11,ALMACENISTA,,,,,ECB-37-02-001-009-CF-00046,2515,1437
2291,ECB-99-02-002-032-CF-00026,12,11,ALMACENISTA,,,,,ECB-38-02-002-041-CF-00049,2517,1471
#N/A,ECB-99-02-002-047-T-00058,12,11,ALMACENISTA,,,,,ECB-38-02-002-015-CF-00147,2518,1493
2283,ECB-99-02-002-019-CF-00052,12,11,ALMACENISTA,,,,,ECB-39-02-001-007-CF-00010,2519,1508
2286,ECB-99-02-002-029-CF-00009,12,11,ALMACENISTA,,,,,ECB-39-02-002-015-CF-00087,2520,1502
#N/A,ECB-99-02-002-047-T-00057,12,11,ALMACENISTA,,,,,ECB-39-02-002-015-CF-00086,2521,1501
2290,ECB-99-02-002-032-CF-00044,12,11,ALMACENISTA,,,,,ECB-40-02-001-007-CF-00012,2522,1527
#N/A,ECB-99-02-002-047-T-00046,12,11,ALMACENISTA,,,,,ECB-40-02-002-015-CF-00111,2524,1531
#N/A,ECB-99-02-002-019-CF-00137,12,11,ALMACENISTA,,,,,ECB-41-02-001-006-CF-00013,2525,1547
2259,ECB-33-02-002-032-CF-00046,69,68,AUXILIAR ACADEMICO,,,,,ECB-41-02-002-015-CF-00085,2526,1542
#N/A,ECB-33-02-002-021-S-00041,70,69,AUXILIAR ACADEMICA,,,,,ECB-41-02-002-015-CF-00089,2527,1543
#N/A,ECB-53-02-002-027-CF-00011,74,73,AUXILIAR DE CONTROL ESCOLAR,,,,,ECB-42-03-001-005-CF-00006,2528,1603
#N/A,ECB-53-02-002-030-CF-00033,109,108,VIGILANTE,,,,,ECB-42-03-001-008-CF-00007,2529,1600
942,ECB-31-02-002-012-CF-00041,97,96,INGENIERA EN SISTEMAS,,,,,ECB-42-03-001-008-CF-00010,2530,1599
1650,ECB-64-02-002-028-CF-00022,96,95,INGENIERO EN SISTEMAS,,,,,ECB-43-03-001-005-CF-00005,2531,1622
#N/A,ECB-42-03-002-036-S-00027,88,87,ENCARGADO DE ORDEN,,,,,ECB-26-03-001-006-CF-00002,2484,1029
317,ECB-08-03-002-015-CF-00006,71,70,AUXILIAR ADMINISTRATIVO,,,,,ECB-29-02-001-006-CF-00017,2493,1105
320,ECB-08-03-002-018-CF-00002,98,97,RESPONSABLE DE BIBLIOTECA,,,,,ECB-32-02-001-005-CF-00001,2502,1222
334,ECB-08-03-002-046-CF-00003,70,69,AUXILIAR ACADEMICA,,,,,ECB-28-02-001-008-CF-00007,2491,1076
586,ECB-17-02-002-019-CF-00008,89,88,ENCARGADA DE ORDEN,,,,,ECB-38-02-001-007-CF-00003,2516,1485
#N/A,ECB-99-02-003-151-E-00062,12,11,ALMACENISTA,,,,,ECB-43-03-001-008-CF-00011,2532,1621
1941,ECB-99-02-002-019-CF-00131,12,11,ALMACENISTA,,,,,ECB-43-03-001-008-CF-00004,2533,1620
#N/A,ECB-99-02-002-015-CF-00068,12,11,ALMACENISTA,,,,,ECB-44-03-001-006-CF-00004,2534,1674
2621,ECB-99-02-001-010-CF-00017,9,8,JEFA DE DEPARTAMENTO,,,,,ECB-44-03-001-009-CF-00007,2536,1676
#N/A,ECB-99-02-002-059-CF-00101,12,11,ALMACENISTA,,,,,ECB-45-02-001-009-CF-00024,2539,1691
#N/A,ECB-04-03-002-014-CF-00005,70,69,AUXILIAR ACADEMICA,,,,,ECB-46-02-001-006-CF-00020,2540,1721
#N/A,ECB-28-02-002-059-CF-00030,72,71,AUXILIAR ADMINISTRATIVA,,,,,ECB-46-02-001-009-CF-00041,2541,1717
#N/A,ECB-68-03-002-021-S-00016,110,109,DOCENTE,,,,,ECB-46-02-001-009-CF-00014,2542,1720
#N/A,ECB-05-02-002-027-CF-00010,98,97,RESPONSABLE DE BIBLIOTECA,,,,,ECB-47-02-001-007-CF-00006,2543,1731
#N/A,ECB-05-02-002-036-S-00015,110,109,DOCENTE,,,,,ECB-47-02-002-015-CF-00083,2544,1729
556,ECB-16-02-002-019-CF-00083,83,82,AUXILIAR DEL AREA ADMINISTRATIVA,,,,,ECB-47-02-002-015-CF-00098,2545,1730
927,ECB-30-02-002-032-CF-00034,108,107,SECRETARIA DEL DIRECTOR DEL PLANTEL,,,,,ECB-49-02-001-007-CF-00002,2546,1755
1327,ECB-43-03-002-019-CF-00012,69,68,AUXILIAR ACADEMICO,,,,,ECB-49-02-002-041-CF-00050,2547,1763
#N/A,ECB-01-03-002-036-S-00033,110,109,DOCENTE,,,,,ECB-49-02-002-041-CF-00046,2548,1764
#N/A,ECB-43-03-002-030-CF-00027,69,68,AUXILIAR ACADEMICO,,,,,ECB-50-03-001-007-CF-00003,2549,1800
178,ECB-05-02-002-019-CF-00010,101,100,RESPONSABLE DE RECURSOS MATERIALES,,,,,ECB-50-03-002-015-CF-00031,2550,1767
6,ECB-01-03-002-015-CF-00016,110,109,DOCENTE,,,,,ECB-51-02-001-007-CF-00001,2552,1821
#N/A,ECB-05-02-002-021-S-00014,89,88,ENCARGADA DE ORDEN,,,,,ECB-51-02-002-015-CF-00158,2553,1814
187,ECB-05-02-002-046-CF-00011,106,105,SECRETARIA DE SUBDIRECCION DE PLANTEL,,,,,ECB-52-02-001-007-CF-00009,2554,1830
#N/A,ECB-05-02-002-047-T-00035,108,107,SECRETARIA DEL DIRECTOR DEL PLANTEL,,,,,ECB-52-02-002-015-CF-00100,2555,1836
